Folder_Name,File_Name,File_Type,Content,Description,Cleaned_Description
Software_Issue,ticket_09.json,JSON,"{
  ""ticket_id"": ""TICK-SOF-0009"",
  ""ticket_type"": ""Software_Issue"",
  ""category"": ""Software"",
  ""title"": ""License expired"",
  ""description"": ""User reported: License expired. Additional details: Application freezes when opening large files. Error log shows memory issues."",
  ""status"": ""Resolved"",
  ""priority"": ""Low"",
  ""created_date"": ""2025-11-24 20:39:17"",
  ""updated_date"": ""2025-12-03 20:39:17"",
  ""resolved_date"": ""2025-12-03 20:39:17"",
  ""reported_by"": ""Lisa Anderson"",
  ""department"": ""Sales"",
  ""assigned_to"": ""Network Admin"",
  ""tags"": [
    ""Software"",
    ""Low"",
    ""Resolved""
  ],
  ""attachments"": 1,
  ""comments_count"": 5
}",User reported: License expired. Additional details: Application freezes when opening large files. Error log shows memory issues.,LICENSE EXPIRED ADDITIONAL DETAILS APPLICATION FREEZES OPENING LARGE FILES ERROR LOG SHOWS MEMORY ISSUES
Software_Issue,ticket_09.pdf,PDF,"IT Support Ticket: TICK-SOF-0009
Ticket Information
Ticket ID: TICK-SOF-0009
Type: Software_Issue
Category: Software
Title: License expired
Status: Resolved
Priority: Low
Created Date: 2025-11-24 20:39:17
Updated Date: 2025-12-03 20:39:17
Resolved Date: 2025-12-03 20:39:17
Reported By: Lisa Anderson
Department: Sales
Assigned To: Network Admin
Description
User reported: License expired. Additional details: Application freezes when opening large files. Error log shows memory
issues.
Additional Information
Attachments: 1
Comments: 5
Tags: Software, Low, Resolved",,
Software_Issue,ticket_10.json,JSON,"{
  ""ticket_id"": ""TICK-SOF-0010"",
  ""ticket_type"": ""Software_Issue"",
  ""category"": ""Software"",
  ""title"": ""Feature not working"",
  ""description"": ""User reported: Feature not working. Additional details: User unable to complete workflow. Feature was working last week."",
  ""status"": ""Closed"",
  ""priority"": ""Medium"",
  ""created_date"": ""2025-11-24 20:39:17"",
  ""updated_date"": ""2025-11-29 20:39:17"",
  ""resolved_date"": ""2025-11-29 20:39:17"",
  ""reported_by"": ""Michael Brown"",
  ""department"": ""IT"",
  ""assigned_to"": ""System Admin"",
  ""tags"": [
    ""Software"",
    ""Medium"",
    ""Closed""
  ],
  ""attachments"": 0,
  ""comments_count"": 2
}",User reported: Feature not working. Additional details: User unable to complete workflow. Feature was working last week.,FEATURE WORKING ADDITIONAL DETAILS USER UNABLE COMPLETE WORKFLOW FEATURE WORKING LAST WEEK
Software_Issue,ticket_10.pdf,PDF,"IT Support Ticket: TICK-SOF-0010
Ticket Information
Ticket ID: TICK-SOF-0010
Type: Software_Issue
Category: Software
Title: Feature not working
Status: Closed
Priority: Medium
Created Date: 2025-11-24 20:39:17
Updated Date: 2025-11-29 20:39:17
Resolved Date: 2025-11-29 20:39:17
Reported By: Michael Brown
Department: IT
Assigned To: System Admin
Description
User reported: Feature not working. Additional details: User unable to complete workflow. Feature was working last
week.
Additional Information
Attachments: 0
Comments: 2
Tags: Software, Medium, Closed",,
Network_Problem,ticket_01.json,JSON,"{
  ""ticket_id"": ""TICK-NET-0001"",
  ""ticket_type"": ""Network_Problem"",
  ""category"": ""Network"",
  ""title"": ""No internet connection"",
  ""description"": ""User reported: No internet connection. Additional details: Speed test shows 10% of expected bandwidth. Router reboot didn't help."",
  ""status"": ""Resolved"",
  ""priority"": ""Critical"",
  ""created_date"": ""2025-12-17 20:39:17"",
  ""updated_date"": ""2025-12-23 20:39:17"",
  ""resolved_date"": ""2025-12-23 20:39:17"",
  ""reported_by"": ""Michael Brown"",
  ""department"": ""Marketing"",
  ""assigned_to"": ""Security Team"",
  ""tags"": [
    ""Network"",
    ""Critical"",
    ""Resolved""
  ],
  ""attachments"": 0,
  ""comments_count"": 2
}",User reported: No internet connection. Additional details: Speed test shows 10% of expected bandwidth. Router reboot didn't help.,INTERNET CONNECTION ADDITIONAL DETAILS SPEED TEST SHOWS EXPECTED BANDWIDTH ROUTER REBOOT HELP
Network_Problem,ticket_01.pdf,PDF,"IT Support Ticket: TICK-NET-0001
Ticket Information
Ticket ID: TICK-NET-0001
Type: Network_Problem
Category: Network
Title: No internet connection
Status: Resolved
Priority: Critical
Created Date: 2025-12-17 20:39:17
Updated Date: 2025-12-23 20:39:17
Resolved Date: 2025-12-23 20:39:17
Reported By: Michael Brown
Department: Marketing
Assigned To: Security Team
Description
User reported: No internet connection. Additional details: Speed test shows 10% of expected bandwidth. Router reboot
didn't help.
Additional Information
Attachments: 0
Comments: 2
Tags: Network, Critical, Resolved",,
Network_Problem,ticket_02.json,JSON,"{
  ""ticket_id"": ""TICK-NET-0002"",
  ""ticket_type"": ""Network_Problem"",
  ""category"": ""Network"",
  ""title"": ""WiFi not connecting"",
  ""description"": ""User reported: WiFi not connecting. Additional details: Speed test shows 10% of expected bandwidth. Router reboot didn't help."",
  ""status"": ""Resolved"",
  ""priority"": ""High"",
  ""created_date"": ""2025-11-30 20:39:17"",
  ""updated_date"": ""2025-12-06 20:39:17"",
  ""resolved_date"": ""2025-12-06 20:39:17"",
  ""reported_by"": ""Robert Taylor"",
  ""department"": ""Marketing"",
  ""assigned_to"": ""Security Team"",
  ""tags"": [
    ""Network"",
    ""High"",
    ""Resolved""
  ],
  ""attachments"": 0,
  ""comments_count"": 0
}",User reported: WiFi not connecting. Additional details: Speed test shows 10% of expected bandwidth. Router reboot didn't help.,WIFI CONNECTING ADDITIONAL DETAILS SPEED TEST SHOWS EXPECTED BANDWIDTH ROUTER REBOOT HELP
Network_Problem,ticket_02.pdf,PDF,"IT Support Ticket: TICK-NET-0002
Ticket Information
Ticket ID: TICK-NET-0002
Type: Network_Problem
Category: Network
Title: WiFi not connecting
Status: Resolved
Priority: High
Created Date: 2025-11-30 20:39:17
Updated Date: 2025-12-06 20:39:17
Resolved Date: 2025-12-06 20:39:17
Reported By: Robert Taylor
Department: Marketing
Assigned To: Security Team
Description
User reported: WiFi not connecting. Additional details: Speed test shows 10% of expected bandwidth. Router reboot
didn't help.
Additional Information
Attachments: 0
Comments: 0
Tags: Network, High, Resolved",,
Network_Problem,ticket_03.json,JSON,"{
  ""ticket_id"": ""TICK-NET-0003"",
  ""ticket_type"": ""Network_Problem"",
  ""category"": ""Network"",
  ""title"": ""Network timeout"",
  ""description"": ""User reported: Network timeout. Additional details: Connection drops intermittently. Other devices on network working fine."",
  ""status"": ""Resolved"",
  ""priority"": ""Medium"",
  ""created_date"": ""2025-11-24 20:39:17"",
  ""updated_date"": ""2025-11-24 20:39:17"",
  ""resolved_date"": ""2025-11-24 20:39:17"",
  ""reported_by"": ""Robert Taylor"",
  ""department"": ""Engineering"",
  ""assigned_to"": ""System Admin"",
  ""tags"": [
    ""Network"",
    ""Medium"",
    ""Resolved""
  ],
  ""attachments"": 0,
  ""comments_count"": 2
}",User reported: Network timeout. Additional details: Connection drops intermittently. Other devices on network working fine.,NETWORK TIMEOUT ADDITIONAL DETAILS CONNECTION DROPS INTERMITTENTLY DEVICES NETWORK WORKING FINE
Network_Problem,ticket_03.pdf,PDF,"IT Support Ticket: TICK-NET-0003
Ticket Information
Ticket ID: TICK-NET-0003
Type: Network_Problem
Category: Network
Title: Network timeout
Status: Resolved
Priority: Medium
Created Date: 2025-11-24 20:39:17
Updated Date: 2025-11-24 20:39:17
Resolved Date: 2025-11-24 20:39:17
Reported By: Robert Taylor
Department: Engineering
Assigned To: System Admin
Description
User reported: Network timeout. Additional details: Connection drops intermittently. Other devices on network working
fine.
Additional Information
Attachments: 0
Comments: 2
Tags: Network, Medium, Resolved",,
Network_Problem,ticket_04.json,JSON,"{
  ""ticket_id"": ""TICK-NET-0004"",
  ""ticket_type"": ""Network_Problem"",
  ""category"": ""Network"",
  ""title"": ""Email not syncing"",
  ""description"": ""User reported: Email not syncing. Additional details: DNS queries timing out. Local network connectivity confirmed."",
  ""status"": ""Pending"",
  ""priority"": ""Medium"",
  ""created_date"": ""2025-12-07 20:39:17"",
  ""updated_date"": ""2025-12-10 20:39:17"",
  ""resolved_date"": null,
  ""reported_by"": ""Emily Davis"",
  ""department"": ""IT"",
  ""assigned_to"": ""Security Team"",
  ""tags"": [
    ""Network"",
    ""Medium"",
    ""Pending""
  ],
  ""attachments"": 2,
  ""comments_count"": 4
}",User reported: Email not syncing. Additional details: DNS queries timing out. Local network connectivity confirmed.,EMAIL SYNCING ADDITIONAL DETAILS DNS QUERIES TIMING LOCAL NETWORK CONNECTIVITY CONFIRMED
Network_Problem,ticket_04.pdf,PDF,"IT Support Ticket: TICK-NET-0004
Ticket Information
Ticket ID: TICK-NET-0004
Type: Network_Problem
Category: Network
Title: Email not syncing
Status: Pending
Priority: Medium
Created Date: 2025-12-07 20:39:17
Updated Date: 2025-12-10 20:39:17
Resolved Date: N/A
Reported By: Emily Davis
Department: IT
Assigned To: Security Team
Description
User reported: Email not syncing. Additional details: DNS queries timing out. Local network connectivity confirmed.
Additional Information
Attachments: 2
Comments: 4
Tags: Network, Medium, Pending",,
Network_Problem,ticket_05.json,JSON,"{
  ""ticket_id"": ""TICK-NET-0005"",
  ""ticket_type"": ""Network_Problem"",
  ""category"": ""Network"",
  ""title"": ""Firewall blocking"",
  ""description"": ""User reported: Firewall blocking. Additional details: Connection drops intermittently. Other devices on network working fine."",
  ""status"": ""Closed"",
  ""priority"": ""Low"",
  ""created_date"": ""2025-12-06 20:39:17"",
  ""updated_date"": ""2025-12-08 20:39:17"",
  ""resolved_date"": ""2025-12-08 20:39:17"",
  ""reported_by"": ""David Wilson"",
  ""department"": ""Finance"",
  ""assigned_to"": ""Security Team"",
  ""tags"": [
    ""Network"",
    ""Low"",
    ""Closed""
  ],
  ""attachments"": 3,
  ""comments_count"": 1
}",User reported: Firewall blocking. Additional details: Connection drops intermittently. Other devices on network working fine.,FIREWALL BLOCKING ADDITIONAL DETAILS CONNECTION DROPS INTERMITTENTLY DEVICES NETWORK WORKING FINE
Network_Problem,ticket_05.pdf,PDF,"IT Support Ticket: TICK-NET-0005
Ticket Information
Ticket ID: TICK-NET-0005
Type: Network_Problem
Category: Network
Title: Firewall blocking
Status: Closed
Priority: Low
Created Date: 2025-12-06 20:39:17
Updated Date: 2025-12-08 20:39:17
Resolved Date: 2025-12-08 20:39:17
Reported By: David Wilson
Department: Finance
Assigned To: Security Team
Description
User reported: Firewall blocking. Additional details: Connection drops intermittently. Other devices on network working
fine.
Additional Information
Attachments: 3
Comments: 1
Tags: Network, Low, Closed",,
Network_Problem,ticket_06.json,JSON,"{
  ""ticket_id"": ""TICK-NET-0006"",
  ""ticket_type"": ""Network_Problem"",
  ""category"": ""Network"",
  ""title"": ""Email not syncing"",
  ""description"": ""User reported: Email not syncing. Additional details: Speed test shows 10% of expected bandwidth. Router reboot didn't help."",
  ""status"": ""In Progress"",
  ""priority"": ""Medium"",
  ""created_date"": ""2025-12-04 20:39:17"",
  ""updated_date"": ""2025-12-07 20:39:17"",
  ""resolved_date"": null,
  ""reported_by"": ""Robert Taylor"",
  ""department"": ""Finance"",
  ""assigned_to"": ""IT Support Team"",
  ""tags"": [
    ""Network"",
    ""Medium"",
    ""In Progress""
  ],
  ""attachments"": 2,
  ""comments_count"": 0
}",User reported: Email not syncing. Additional details: Speed test shows 10% of expected bandwidth. Router reboot didn't help.,EMAIL SYNCING ADDITIONAL DETAILS SPEED TEST SHOWS EXPECTED BANDWIDTH ROUTER REBOOT HELP
Network_Problem,ticket_06.pdf,PDF,"IT Support Ticket: TICK-NET-0006
Ticket Information
Ticket ID: TICK-NET-0006
Type: Network_Problem
Category: Network
Title: Email not syncing
Status: In Progress
Priority: Medium
Created Date: 2025-12-04 20:39:17
Updated Date: 2025-12-07 20:39:17
Resolved Date: N/A
Reported By: Robert Taylor
Department: Finance
Assigned To: IT Support Team
Description
User reported: Email not syncing. Additional details: Speed test shows 10% of expected bandwidth. Router reboot didn't
help.
Additional Information
Attachments: 2
Comments: 0
Tags: Network, Medium, In Progress",,
Network_Problem,ticket_07.json,JSON,"{
  ""ticket_id"": ""TICK-NET-0007"",
  ""ticket_type"": ""Network_Problem"",
  ""category"": ""Network"",
  ""title"": ""VPN access issue"",
  ""description"": ""User reported: VPN access issue. Additional details: DNS queries timing out. Local network connectivity confirmed."",
  ""status"": ""Closed"",
  ""priority"": ""Medium"",
  ""created_date"": ""2025-11-30 20:39:17"",
  ""updated_date"": ""2025-12-04 20:39:17"",
  ""resolved_date"": ""2025-12-04 20:39:17"",
  ""reported_by"": ""Emily Davis"",
  ""department"": ""Sales"",
  ""assigned_to"": ""Help Desk"",
  ""tags"": [
    ""Network"",
    ""Medium"",
    ""Closed""
  ],
  ""attachments"": 0,
  ""comments_count"": 3
}",User reported: VPN access issue. Additional details: DNS queries timing out. Local network connectivity confirmed.,VPN ACCESS ISSUE ADDITIONAL DETAILS DNS QUERIES TIMING LOCAL NETWORK CONNECTIVITY CONFIRMED
Network_Problem,ticket_07.pdf,PDF,"IT Support Ticket: TICK-NET-0007
Ticket Information
Ticket ID: TICK-NET-0007
Type: Network_Problem
Category: Network
Title: VPN access issue
Status: Closed
Priority: Medium
Created Date: 2025-11-30 20:39:17
Updated Date: 2025-12-04 20:39:17
Resolved Date: 2025-12-04 20:39:17
Reported By: Emily Davis
Department: Sales
Assigned To: Help Desk
Description
User reported: VPN access issue. Additional details: DNS queries timing out. Local network connectivity confirmed.
Additional Information
Attachments: 0
Comments: 3
Tags: Network, Medium, Closed",,
Network_Problem,ticket_08.json,JSON,"{
  ""ticket_id"": ""TICK-NET-0008"",
  ""ticket_type"": ""Network_Problem"",
  ""category"": ""Network"",
  ""title"": ""Cannot access shared drive"",
  ""description"": ""User reported: Cannot access shared drive. Additional details: DNS queries timing out. Local network connectivity confirmed."",
  ""status"": ""Resolved"",
  ""priority"": ""Medium"",
  ""created_date"": ""2025-11-22 20:39:17"",
  ""updated_date"": ""2025-11-24 20:39:17"",
  ""resolved_date"": ""2025-11-24 20:39:17"",
  ""reported_by"": ""Sarah Johnson"",
  ""department"": ""Engineering"",
  ""assigned_to"": ""IT Support Team"",
  ""tags"": [
    ""Network"",
    ""Medium"",
    ""Resolved""
  ],
  ""attachments"": 3,
  ""comments_count"": 1
}",User reported: Cannot access shared drive. Additional details: DNS queries timing out. Local network connectivity confirmed.,CANNOT ACCESS SHARED DRIVE ADDITIONAL DETAILS DNS QUERIES TIMING LOCAL NETWORK CONNECTIVITY CONFIRMED
Network_Problem,ticket_08.pdf,PDF,"IT Support Ticket: TICK-NET-0008
Ticket Information
Ticket ID: TICK-NET-0008
Type: Network_Problem
Category: Network
Title: Cannot access shared drive
Status: Resolved
Priority: Medium
Created Date: 2025-11-22 20:39:17
Updated Date: 2025-11-24 20:39:17
Resolved Date: 2025-11-24 20:39:17
Reported By: Sarah Johnson
Department: Engineering
Assigned To: IT Support Team
Description
User reported: Cannot access shared drive. Additional details: DNS queries timing out. Local network connectivity
confirmed.
Additional Information
Attachments: 3
Comments: 1
Tags: Network, Medium, Resolved",,
Network_Problem,ticket_09.json,JSON,"{
  ""ticket_id"": ""TICK-NET-0009"",
  ""ticket_type"": ""Network_Problem"",
  ""category"": ""Network"",
  ""title"": ""Cannot access shared drive"",
  ""description"": ""User reported: Cannot access shared drive. Additional details: Connection drops intermittently. Other devices on network working fine."",
  ""status"": ""Closed"",
  ""priority"": ""High"",
  ""created_date"": ""2025-12-08 20:39:17"",
  ""updated_date"": ""2025-12-09 20:39:17"",
  ""resolved_date"": ""2025-12-09 20:39:17"",
  ""reported_by"": ""Sarah Johnson"",
  ""department"": ""Finance"",
  ""assigned_to"": ""Help Desk"",
  ""tags"": [
    ""Network"",
    ""High"",
    ""Closed""
  ],
  ""attachments"": 3,
  ""comments_count"": 0
}",User reported: Cannot access shared drive. Additional details: Connection drops intermittently. Other devices on network working fine.,CANNOT ACCESS SHARED DRIVE ADDITIONAL DETAILS CONNECTION DROPS INTERMITTENTLY DEVICES NETWORK WORKING FINE
Network_Problem,ticket_09.pdf,PDF,"IT Support Ticket: TICK-NET-0009
Ticket Information
Ticket ID: TICK-NET-0009
Type: Network_Problem
Category: Network
Title: Cannot access shared drive
Status: Closed
Priority: High
Created Date: 2025-12-08 20:39:17
Updated Date: 2025-12-09 20:39:17
Resolved Date: 2025-12-09 20:39:17
Reported By: Sarah Johnson
Department: Finance
Assigned To: Help Desk
Description
User reported: Cannot access shared drive. Additional details: Connection drops intermittently. Other devices on
network working fine.
Additional Information
Attachments: 3
Comments: 0
Tags: Network, High, Closed",,
Network_Problem,ticket_10.json,JSON,"{
  ""ticket_id"": ""TICK-NET-0010"",
  ""ticket_type"": ""Network_Problem"",
  ""category"": ""Network"",
  ""title"": ""Network timeout"",
  ""description"": ""User reported: Network timeout. Additional details: Cannot connect to corporate network. VPN client shows authentication error."",
  ""status"": ""Resolved"",
  ""priority"": ""Low"",
  ""created_date"": ""2025-12-14 20:39:17"",
  ""updated_date"": ""2025-12-23 20:39:17"",
  ""resolved_date"": ""2025-12-23 20:39:17"",
  ""reported_by"": ""Sarah Johnson"",
  ""department"": ""Support"",
  ""assigned_to"": ""Network Admin"",
  ""tags"": [
    ""Network"",
    ""Low"",
    ""Resolved""
  ],
  ""attachments"": 1,
  ""comments_count"": 5
}",User reported: Network timeout. Additional details: Cannot connect to corporate network. VPN client shows authentication error.,NETWORK TIMEOUT ADDITIONAL DETAILS CANNOT CONNECT CORPORATE NETWORK VPN CLIENT SHOWS AUTHENTICATION ERROR
Network_Problem,ticket_10.pdf,PDF,"IT Support Ticket: TICK-NET-0010
Ticket Information
Ticket ID: TICK-NET-0010
Type: Network_Problem
Category: Network
Title: Network timeout
Status: Resolved
Priority: Low
Created Date: 2025-12-14 20:39:17
Updated Date: 2025-12-23 20:39:17
Resolved Date: 2025-12-23 20:39:17
Reported By: Sarah Johnson
Department: Support
Assigned To: Network Admin
Description
User reported: Network timeout. Additional details: Cannot connect to corporate network. VPN client shows
authentication error.
Additional Information
Attachments: 1
Comments: 5
Tags: Network, Low, Resolved",,
Password_Reset,ticket_01.json,JSON,"{
  ""ticket_id"": ""TICK-PAS-0001"",
  ""ticket_type"": ""Password_Reset"",
  ""category"": ""Access"",
  ""title"": ""Password expired"",
  ""description"": ""User reported: Password expired. Additional details: User forgot password after vacation. Security questions answered correctly."",
  ""status"": ""Open"",
  ""priority"": ""Low"",
  ""created_date"": ""2025-12-18 20:39:17"",
  ""updated_date"": ""2025-12-19 20:39:17"",
  ""resolved_date"": null,
  ""reported_by"": ""Lisa Anderson"",
  ""department"": ""HR"",
  ""assigned_to"": ""Security Team"",
  ""tags"": [
    ""Access"",
    ""Low"",
    ""Open""
  ],
  ""attachments"": 2,
  ""comments_count"": 1
}",User reported: Password expired. Additional details: User forgot password after vacation. Security questions answered correctly.,PASSWORD EXPIRED ADDITIONAL DETAILS USER FORGOT PASSWORD VACATION SECURITY QUESTIONS ANSWERED CORRECTLY
Password_Reset,ticket_01.pdf,PDF,"IT Support Ticket: TICK-PAS-0001
Ticket Information
Ticket ID: TICK-PAS-0001
Type: Password_Reset
Category: Access
Title: Password expired
Status: Open
Priority: Low
Created Date: 2025-12-18 20:39:17
Updated Date: 2025-12-19 20:39:17
Resolved Date: N/A
Reported By: Lisa Anderson
Department: HR
Assigned To: Security Team
Description
User reported: Password expired. Additional details: User forgot password after vacation. Security questions answered
correctly.
Additional Information
Attachments: 2
Comments: 1
Tags: Access, Low, Open",,
Password_Reset,ticket_02.json,JSON,"{
  ""ticket_id"": ""TICK-PAS-0002"",
  ""ticket_type"": ""Password_Reset"",
  ""category"": ""Access"",
  ""title"": ""Account locked"",
  ""description"": ""User reported: Account locked. Additional details: Password expired notification received. User unable to change password."",
  ""status"": ""Resolved"",
  ""priority"": ""High"",
  ""created_date"": ""2025-11-29 20:39:17"",
  ""updated_date"": ""2025-11-30 20:39:17"",
  ""resolved_date"": ""2025-11-30 20:39:17"",
  ""reported_by"": ""Robert Taylor"",
  ""department"": ""Marketing"",
  ""assigned_to"": ""Network Admin"",
  ""tags"": [
    ""Access"",
    ""High"",
    ""Resolved""
  ],
  ""attachments"": 0,
  ""comments_count"": 1
}",User reported: Account locked. Additional details: Password expired notification received. User unable to change password.,ACCOUNT LOCKED ADDITIONAL DETAILS PASSWORD EXPIRED NOTIFICATION RECEIVED USER UNABLE CHANGE PASSWORD
Password_Reset,ticket_02.pdf,PDF,"IT Support Ticket: TICK-PAS-0002
Ticket Information
Ticket ID: TICK-PAS-0002
Type: Password_Reset
Category: Access
Title: Account locked
Status: Resolved
Priority: High
Created Date: 2025-11-29 20:39:17
Updated Date: 2025-11-30 20:39:17
Resolved Date: 2025-11-30 20:39:17
Reported By: Robert Taylor
Department: Marketing
Assigned To: Network Admin
Description
User reported: Account locked. Additional details: Password expired notification received. User unable to change
password.
Additional Information
Attachments: 0
Comments: 1
Tags: Access, High, Resolved",,
Password_Reset,ticket_03.json,JSON,"{
  ""ticket_id"": ""TICK-PAS-0003"",
  ""ticket_type"": ""Password_Reset"",
  ""category"": ""Access"",
  ""title"": ""Password policy violation"",
  ""description"": ""User reported: Password policy violation. Additional details: Account locked after 5 failed login attempts. User confirms correct password."",
  ""status"": ""Closed"",
  ""priority"": ""Medium"",
  ""created_date"": ""2025-12-02 20:39:17"",
  ""updated_date"": ""2025-12-09 20:39:17"",
  ""resolved_date"": ""2025-12-09 20:39:17"",
  ""reported_by"": ""Jennifer Martinez"",
  ""department"": ""Sales"",
  ""assigned_to"": ""Network Admin"",
  ""tags"": [
    ""Access"",
    ""Medium"",
    ""Closed""
  ],
  ""attachments"": 0,
  ""comments_count"": 2
}",User reported: Password policy violation. Additional details: Account locked after 5 failed login attempts. User confirms correct password.,PASSWORD POLICY VIOLATION ADDITIONAL DETAILS ACCOUNT LOCKED FAILED LOGIN ATTEMPTS USER CONFIRMS CORRECT PASSWORD
Password_Reset,ticket_03.pdf,PDF,"IT Support Ticket: TICK-PAS-0003
Ticket Information
Ticket ID: TICK-PAS-0003
Type: Password_Reset
Category: Access
Title: Password policy violation
Status: Closed
Priority: Medium
Created Date: 2025-12-02 20:39:17
Updated Date: 2025-12-09 20:39:17
Resolved Date: 2025-12-09 20:39:17
Reported By: Jennifer Martinez
Department: Sales
Assigned To: Network Admin
Description
User reported: Password policy violation. Additional details: Account locked after 5 failed login attempts. User confirms
correct password.
Additional Information
Attachments: 0
Comments: 2
Tags: Access, Medium, Closed",,
Password_Reset,ticket_04.json,JSON,"{
  ""ticket_id"": ""TICK-PAS-0004"",
  ""ticket_type"": ""Password_Reset"",
  ""category"": ""Access"",
  ""title"": ""Account locked"",
  ""description"": ""User reported: Account locked. Additional details: Two-factor authentication not receiving codes. Phone number verified."",
  ""status"": ""Closed"",
  ""priority"": ""Medium"",
  ""created_date"": ""2025-12-04 20:39:17"",
  ""updated_date"": ""2025-12-04 20:39:17"",
  ""resolved_date"": ""2025-12-04 20:39:17"",
  ""reported_by"": ""Emily Davis"",
  ""department"": ""Engineering"",
  ""assigned_to"": ""Network Admin"",
  ""tags"": [
    ""Access"",
    ""Medium"",
    ""Closed""
  ],
  ""attachments"": 0,
  ""comments_count"": 3
}",User reported: Account locked. Additional details: Two-factor authentication not receiving codes. Phone number verified.,ACCOUNT LOCKED ADDITIONAL DETAILS TWO FACTOR AUTHENTICATION RECEIVING CODES PHONE NUMBER VERIFIED
Password_Reset,ticket_04.pdf,PDF,"IT Support Ticket: TICK-PAS-0004
Ticket Information
Ticket ID: TICK-PAS-0004
Type: Password_Reset
Category: Access
Title: Account locked
Status: Closed
Priority: Medium
Created Date: 2025-12-04 20:39:17
Updated Date: 2025-12-04 20:39:17
Resolved Date: 2025-12-04 20:39:17
Reported By: Emily Davis
Department: Engineering
Assigned To: Network Admin
Description
User reported: Account locked. Additional details: Two-factor authentication not receiving codes. Phone number verified.
Additional Information
Attachments: 0
Comments: 3
Tags: Access, Medium, Closed",,
Password_Reset,ticket_05.json,JSON,"{
  ""ticket_id"": ""TICK-PAS-0005"",
  ""ticket_type"": ""Password_Reset"",
  ""category"": ""Access"",
  ""title"": ""SSO login failed"",
  ""description"": ""User reported: SSO login failed. Additional details: Password expired notification received. User unable to change password."",
  ""status"": ""Resolved"",
  ""priority"": ""Medium"",
  ""created_date"": ""2025-12-21 20:39:17"",
  ""updated_date"": ""2025-12-31 20:39:17"",
  ""resolved_date"": ""2025-12-31 20:39:17"",
  ""reported_by"": ""Sarah Johnson"",
  ""department"": ""Support"",
  ""assigned_to"": ""Security Team"",
  ""tags"": [
    ""Access"",
    ""Medium"",
    ""Resolved""
  ],
  ""attachments"": 0,
  ""comments_count"": 4
}",User reported: SSO login failed. Additional details: Password expired notification received. User unable to change password.,SSO LOGIN FAILED ADDITIONAL DETAILS PASSWORD EXPIRED NOTIFICATION RECEIVED USER UNABLE CHANGE PASSWORD
Password_Reset,ticket_05.pdf,PDF,"IT Support Ticket: TICK-PAS-0005
Ticket Information
Ticket ID: TICK-PAS-0005
Type: Password_Reset
Category: Access
Title: SSO login failed
Status: Resolved
Priority: Medium
Created Date: 2025-12-21 20:39:17
Updated Date: 2025-12-31 20:39:17
Resolved Date: 2025-12-31 20:39:17
Reported By: Sarah Johnson
Department: Support
Assigned To: Security Team
Description
User reported: SSO login failed. Additional details: Password expired notification received. User unable to change
password.
Additional Information
Attachments: 0
Comments: 4
Tags: Access, Medium, Resolved",,
Password_Reset,ticket_06.json,JSON,"{
  ""ticket_id"": ""TICK-PAS-0006"",
  ""ticket_type"": ""Password_Reset"",
  ""category"": ""Access"",
  ""title"": ""Password expired"",
  ""description"": ""User reported: Password expired. Additional details: Password expired notification received. User unable to change password."",
  ""status"": ""Resolved"",
  ""priority"": ""High"",
  ""created_date"": ""2025-12-14 20:39:17"",
  ""updated_date"": ""2025-12-22 20:39:17"",
  ""resolved_date"": ""2025-12-22 20:39:17"",
  ""reported_by"": ""John Smith"",
  ""department"": ""Operations"",
  ""assigned_to"": ""IT Support Team"",
  ""tags"": [
    ""Access"",
    ""High"",
    ""Resolved""
  ],
  ""attachments"": 3,
  ""comments_count"": 4
}",User reported: Password expired. Additional details: Password expired notification received. User unable to change password.,PASSWORD EXPIRED ADDITIONAL DETAILS PASSWORD EXPIRED NOTIFICATION RECEIVED USER UNABLE CHANGE PASSWORD
Password_Reset,ticket_06.pdf,PDF,"IT Support Ticket: TICK-PAS-0006
Ticket Information
Ticket ID: TICK-PAS-0006
Type: Password_Reset
Category: Access
Title: Password expired
Status: Resolved
Priority: High
Created Date: 2025-12-14 20:39:17
Updated Date: 2025-12-22 20:39:17
Resolved Date: 2025-12-22 20:39:17
Reported By: John Smith
Department: Operations
Assigned To: IT Support Team
Description
User reported: Password expired. Additional details: Password expired notification received. User unable to change
password.
Additional Information
Attachments: 3
Comments: 4
Tags: Access, High, Resolved",,
Password_Reset,ticket_07.json,JSON,"{
  ""ticket_id"": ""TICK-PAS-0007"",
  ""ticket_type"": ""Password_Reset"",
  ""category"": ""Access"",
  ""title"": ""Forgot password"",
  ""description"": ""User reported: Forgot password. Additional details: Account locked after 5 failed login attempts. User confirms correct password."",
  ""status"": ""Resolved"",
  ""priority"": ""Medium"",
  ""created_date"": ""2025-12-10 20:39:17"",
  ""updated_date"": ""2025-12-20 20:39:17"",
  ""resolved_date"": ""2025-12-20 20:39:17"",
  ""reported_by"": ""Sarah Johnson"",
  ""department"": ""IT"",
  ""assigned_to"": ""IT Support Team"",
  ""tags"": [
    ""Access"",
    ""Medium"",
    ""Resolved""
  ],
  ""attachments"": 1,
  ""comments_count"": 4
}",User reported: Forgot password. Additional details: Account locked after 5 failed login attempts. User confirms correct password.,FORGOT PASSWORD ADDITIONAL DETAILS ACCOUNT LOCKED FAILED LOGIN ATTEMPTS USER CONFIRMS CORRECT PASSWORD
